id,iniciopromo,finpromo,semanainicio,semanafin,producto,preciotarifa,preciopromocion,cantidad,tipopromo,ahorro
3813,2017-04-27,2017-04-29,18,18,1,4.08552,4.36728,16,FOLLETO,-0.28176000000000023
3903,2017-04-28,2017-05-10,18,20,54,4.0455,4.3245,,,-0.2789999999999999
3902,2017-04-28,2017-05-10,18,20,20,3.828,4.092,,,-0.2639999999999998
3901,2017-04-28,2017-05-10,18,20,61,3.8715,3.51726,,,0.35424000000000033
3841,2017-05-01,2017-05-08,19,20,19,4.437,4.5105,,MASIVA,-0.07350000000000012
3621,2017-05-01,2017-05-15,19,21,33,6.87822,4.92621,,REDENCIÓN,1.9520099999999996
3908,2017-05-01,2017-05-07,19,19,87,4.959,5.022,,,-0.06300000000000061
3622,2017-05-01,2017-05-15,19,21,34,6.87822,4.92621,,REDENCIÓN,1.9520099999999996
3887,2017-05-02,2017-05-15,19,21,17,6.11523,5.63394,,FOLLETO,0.48129000000000044
3885,2017-05-02,2017-05-15,19,21,68,6.14394,5.51025,,FOLLETO,0.6336899999999996
3884,2017-05-02,2017-05-15,19,21,68,6.14394,5.51025,,FOLLETO,0.6336899999999996
3882,2017-05-02,2017-05-15,19,21,22,5.76375,5.51025,,FOLLETO,0.25349999999999984
3881,2017-05-02,2017-05-15,19,21,22,5.76375,5.51025,,FOLLETO,0.25349999999999984
3888,2017-05-02,2017-05-15,19,21,17,6.11523,5.63394,,FOLLETO,0.48129000000000044
3892,2017-05-02,2017-05-15,19,21,77,5.9577599999999995,5.58,,FOLLETO,0.37775999999999943
3891,2017-05-02,2017-05-15,19,21,77,5.9577599999999995,5.58,,FOLLETO,0.37775999999999943
3886,2017-05-03,2017-05-16,19,21,68,6.14394,5.51025,,FOLLETO,0.6336899999999996
3883,2017-05-03,2017-05-16,19,21,22,5.76375,5.51025,,FOLLETO,0.25349999999999984
3890,2017-05-03,2017-05-16,19,21,77,5.9577599999999995,5.58,,FOLLETO,0.37775999999999943
3889,2017-05-03,2017-05-16,19,21,17,6.11523,5.63394,,FOLLETO,0.48129000000000044
3706,2017-05-05,2017-05-12,19,20,46,3.9411,3.7860300000000002,,,0.15506999999999982
3701,2017-05-05,2017-05-12,19,20,35,4.611,4.3245,,,0.2865000000000002
3702,2017-05-05,2017-05-12,19,20,35,4.611,4.3245,,,0.2865000000000002
3705,2017-05-05,2017-05-12,19,20,46,3.9411,3.7860300000000002,,,0.15506999999999982
3704,2017-05-08,2017-05-14,20,20,46,3.9411,3.7860300000000002,,,0.15506999999999982
3703,2017-05-08,2017-05-14,20,20,46,3.9411,3.7860300000000002,,,0.15506999999999982
3878,2017-05-08,2017-05-08,20,20,4,3.5200199999999997,3.7627800000000002,3,FOLLETO,-0.24276000000000053
3699,2017-05-08,2017-05-14,20,20,35,4.611,4.3245,,,0.2865000000000002
3700,2017-05-08,2017-05-14,20,20,35,4.611,4.3245,,,0.2865000000000002
3979,2017-05-09,2017-05-15,20,21,26,4.94682,4.74765,,,0.19916999999999963
3980,2017-05-09,2017-05-15,20,21,26,4.94682,4.74765,,,0.19916999999999963
3994,2017-05-09,2017-05-16,20,21,85,4.63014,4.33101,,,0.2991299999999999
3991,2017-05-09,2017-05-16,20,21,73,4.3761,4.09293,,,0.28317000000000014
3945,2017-05-10,2017-05-22,20,22,10,3.393,3.4503,,,-0.05730000000000013
3981,2017-05-10,2017-05-16,20,21,26,4.94682,4.74765,,,0.19916999999999963
3944,2017-05-10,2017-05-22,20,22,10,3.393,3.4503,,,-0.05730000000000013
3943,2017-05-10,2017-05-22,20,22,10,3.393,3.4503,,,-0.05730000000000013
3942,2017-05-10,2017-05-22,20,22,10,3.393,3.4503,,,-0.05730000000000013
3941,2017-05-10,2017-05-22,20,22,10,3.393,3.4503,,,-0.05730000000000013
3990,2017-05-11,2017-05-17,20,21,70,4.698,4.67046,400,,0.02754000000000012
3978,2017-05-11,2017-05-13,20,20,9,3.5078400000000003,3.7497599999999998,10,,-0.24191999999999947
3714,2017-05-12,2017-05-19,20,21,75,4.5414,4.6035,,,-0.062100000000000044
3713,2017-05-12,2017-05-19,20,21,75,4.5414,4.6035,,,-0.062100000000000044
3835,2017-05-12,2017-05-12,20,20,4,3.5200199999999997,3.7627800000000002,16,,-0.24276000000000053
3836,2017-05-12,2017-05-12,20,20,4,3.5200199999999997,3.7627800000000002,5,,-0.24276000000000053
3710,2017-05-12,2017-05-19,20,21,31,4.698,4.4175,,,0.28049999999999997
3837,2017-05-12,2017-05-12,20,20,4,3.5200199999999997,3.7627800000000002,6,,-0.24276000000000053
3838,2017-05-12,2017-05-12,20,20,4,3.5200199999999997,3.7627800000000002,7,,-0.24276000000000053
3831,2017-05-12,2017-05-12,20,20,4,3.5200199999999997,3.7627800000000002,12,,-0.24276000000000053
3832,2017-05-12,2017-05-12,20,20,4,3.5200199999999997,3.7627800000000002,11,,-0.24276000000000053
3833,2017-05-12,2017-05-12,20,20,4,3.5200199999999997,3.7627800000000002,10,,-0.24276000000000053
3709,2017-05-12,2017-05-19,20,21,31,4.698,4.4175,,,0.28049999999999997
3834,2017-05-12,2017-05-12,20,20,4,3.5200199999999997,3.7627800000000002,13,,-0.24276000000000053
3895,2017-05-15,2017-06-01,21,23,17,5.81508,5.41911,,FOLLETO,0.39597000000000016
3896,2017-05-15,2017-06-01,21,23,17,5.81508,5.41911,,FOLLETO,0.39597000000000016
3897,2017-05-15,2017-06-01,21,23,68,5.5245,5.29635,,FOLLETO,0.2281499999999994
3898,2017-05-15,2017-06-01,21,23,68,5.52798,5.29635,,FOLLETO,0.23163
3899,2017-05-15,2017-06-01,21,23,77,5.9577599999999995,5.3661,,FOLLETO,0.5916599999999992
4021,2017-05-15,2017-05-21,21,21,71,3.6105,3.5805,,,0.03000000000000025
4020,2017-05-15,2017-05-20,21,21,96,4.9155,4.9755,,,-0.0600000000000005
3894,2017-05-15,2017-06-01,21,23,22,5.33223,5.29635,,FOLLETO,0.03587999999999969
4022,2017-05-15,2017-05-21,21,21,88,3.6105,3.5805,,,0.03000000000000025
4024,2017-05-15,2017-06-15,21,25,54,4.0455,4.3245,,MERCANCÍA S/C,-0.2789999999999999
3952,2017-05-15,2017-05-29,21,23,54,3.6801,3.3442800000000004,200,,0.33581999999999956
3953,2017-05-15,2017-05-29,21,23,95,3.5931,3.26523,200,,0.32787000000000033
3707,2017-05-15,2017-05-21,21,21,31,4.698,4.4175,,,0.28049999999999997
3900,2017-05-15,2017-06-01,21,23,77,5.9577599999999995,5.3661,,FOLLETO,0.5916599999999992
3893,2017-05-15,2017-06-01,21,23,22,5.33223,5.29635,,FOLLETO,0.03587999999999969
3712,2017-05-15,2017-05-21,21,21,75,4.5414,4.6035,,,-0.062100000000000044
3708,2017-05-15,2017-05-21,21,21,31,4.698,4.4175,,,0.28049999999999997
3947,2017-05-15,2017-05-29,21,23,44,3.5931,3.26523,,,0.32787000000000033
3954,2017-05-15,2017-05-29,21,23,57,3.4626,3.1461900000000003,,,0.31640999999999986
3957,2017-05-15,2017-05-29,21,23,44,3.5931,3.26523,,,0.32787000000000033
3948,2017-05-15,2017-05-29,21,23,54,3.6801,3.3442800000000004,,,0.33581999999999956
3946,2017-05-15,2017-05-29,21,23,57,3.4626,3.1461900000000003,,,0.31640999999999986
3959,2017-05-15,2017-05-29,21,23,95,3.5931,3.26523,,,0.32787000000000033
4019,2017-05-15,2017-05-20,21,21,44,3.6105,3.5805,,,0.03000000000000025
3950,2017-05-15,2017-05-29,21,23,57,3.4626,3.1461900000000003,500,,0.31640999999999986
3949,2017-05-15,2017-05-29,21,23,95,3.5931,3.26523,,,0.32787000000000033
3844,2017-05-15,2017-05-22,21,22,79,3.4260599999999997,2.93043,,FOLLETO,0.4956299999999998
3843,2017-05-15,2017-05-22,21,22,64,3.85497,3.29685,,FOLLETO,0.5581199999999997
3842,2017-05-15,2017-05-22,21,22,29,3.60354,3.08202,,FOLLETO,0.5215200000000002
3741,2017-05-15,2017-06-07,21,24,34,6.68682,4.64628,,,2.04054
3739,2017-05-15,2017-06-07,21,24,33,6.68682,4.64628,,,2.04054
3951,2017-05-15,2017-05-29,21,23,44,3.5931,3.26523,200,,0.32787000000000033
3711,2017-05-15,2017-05-21,21,21,75,4.5414,4.6035,,,-0.062100000000000044
3845,2017-05-15,2017-05-22,21,22,84,3.90717,3.3414900000000003,,FOLLETO,0.5656799999999995
3958,2017-05-15,2017-05-29,21,23,54,3.6801,3.3442800000000004,,,0.33581999999999956
3718,2017-05-17,2017-05-26,21,22,32,4.2195,4.2873,,,-0.06780000000000008
3717,2017-05-17,2017-05-26,21,22,32,4.2195,4.2873,,,-0.06780000000000008
4037,2017-05-18,2017-05-24,21,22,20,3.567,3.5079599999999997,340,,0.059040000000000425
3716,2017-05-18,2017-05-28,21,22,32,4.2195,4.2873,,,-0.06780000000000008
3715,2017-05-18,2017-05-28,21,22,32,4.2195,4.2873,,,-0.06780000000000008
4087,2017-05-19,2017-06-02,21,23,20,3.4365,3.1229400000000003,,,0.31355999999999984
4088,2017-05-19,2017-06-02,21,23,87,4.959,4.50585,,,0.45314999999999994
4068,2017-05-22,2017-05-27,22,22,23,3.7845,3.7665,,,0.017999999999999794
3974,2017-05-22,2017-06-11,22,24,37,6.1074,5.3289,,FOLLETO,0.7785000000000002
3976,2017-05-22,2017-06-11,22,24,37,6.1074,5.3289,,FOLLETO,0.7785000000000002
3846,2017-05-22,2017-05-29,22,23,14,3.9759,4.07526,,MASIVA,-0.09935999999999989
4017,2017-05-22,2017-06-22,22,26,36,3.741,3.72,,,0.020999999999999908
4083,2017-05-22,2017-05-28,22,22,54,3.6975,3.65025,,,0.04724999999999957
4081,2017-05-22,2017-05-28,22,22,78,3.6105,3.5805,,,0.03000000000000025
4099,2017-05-24,2017-06-09,22,24,13,3.9324,3.9887699999999997,,,-0.05636999999999981
4097,2017-05-24,2017-06-09,22,24,13,3.9324,3.9887699999999997,,,-0.05636999999999981
4091,2017-05-24,2017-06-09,22,24,10,3.393,3.4837800000000003,,,-0.09078000000000053
3918,2017-05-24,2017-05-26,22,22,15,4.3091099999999996,4.60629,6,,-0.2971800000000009
3829,2017-05-24,2017-06-28,22,27,33,6.21702,4.31985,,,1.89717
3830,2017-05-24,2017-06-28,22,27,34,6.21702,4.31985,,,1.89717
4100,2017-05-24,2017-06-09,22,24,13,3.9324,3.9887699999999997,,,-0.05636999999999981
4098,2017-05-24,2017-06-09,22,24,13,3.9324,3.9887699999999997,,,-0.05636999999999981
3917,2017-05-24,2017-05-26,22,22,15,4.3091099999999996,4.60629,24,,-0.2971800000000009
4095,2017-05-24,2017-06-09,22,24,10,3.393,3.4837800000000003,,,-0.09078000000000053
4094,2017-05-24,2017-06-09,22,24,10,3.393,3.4837800000000003,,,-0.09078000000000053
3907,2017-05-24,2017-05-26,22,22,15,4.3091099999999996,4.60629,12,,-0.2971800000000009
3910,2017-05-24,2017-05-26,22,22,15,4.3091099999999996,4.60629,9,,-0.2971800000000009
3916,2017-05-24,2017-05-26,22,22,15,4.3091099999999996,4.60629,10,,-0.2971800000000009
4093,2017-05-24,2017-06-09,22,24,10,3.393,3.4837800000000003,,,-0.09078000000000053
3911,2017-05-24,2017-05-26,22,22,15,4.3091099999999996,4.60629,20,,-0.2971800000000009
3912,2017-05-24,2017-05-26,22,22,15,4.3091099999999996,4.60629,17,,-0.2971800000000009
4092,2017-05-24,2017-06-09,22,24,10,3.393,3.4837800000000003,,,-0.09078000000000053
4096,2017-05-24,2017-06-09,22,24,13,3.9324,3.9887699999999997,,,-0.05636999999999981
3914,2017-05-24,2017-05-26,22,22,15,4.3091099999999996,4.60629,6,,-0.2971800000000009
3937,2017-05-26,2017-06-11,22,24,58,6.4641,6.1938,,FOLLETO,0.27029999999999976
3725,2017-05-26,2017-06-02,22,23,42,4.698,4.6035,,,0.09450000000000003
3726,2017-05-26,2017-06-02,22,23,42,4.698,4.6035,,,0.09450000000000003
3936,2017-05-26,2017-06-11,22,24,52,6.4641,6.1938,,FOLLETO,0.27029999999999976
3938,2017-05-26,2017-06-11,22,24,58,6.4641,6.1938,,FOLLETO,0.27029999999999976
3935,2017-05-26,2017-06-11,22,24,52,6.4641,6.1938,,FOLLETO,0.27029999999999976
4111,2017-05-29,2017-06-10,23,24,95,3.6975,3.162,,,0.5354999999999999
3724,2017-05-29,2017-06-04,23,23,42,4.698,4.6035,,,0.09450000000000003
3723,2017-05-29,2017-06-04,23,23,42,4.698,4.6035,,,0.09450000000000003
4115,2017-05-30,2017-06-12,23,25,36,4.7676,4.59513,,,0.17246999999999968
4113,2017-05-30,2017-06-12,23,25,36,4.7676,4.59513,,,0.17246999999999968
4112,2017-05-30,2017-06-12,23,25,59,6.2814,5.91294,,,0.3684599999999998
4114,2017-05-30,2017-06-12,23,25,59,6.2814,5.91294,,,0.3684599999999998
4116,2017-05-31,2017-06-13,23,25,59,6.2814,5.91294,,,0.3684599999999998
4117,2017-05-31,2017-06-13,23,25,36,4.7676,4.59513,,,0.17246999999999968
3729,2017-06-02,2017-06-09,23,24,62,4.524,4.34775,,,0.17625000000000046
3730,2017-06-02,2017-06-09,23,24,62,4.524,4.34775,,,0.17625000000000046
3923,2017-06-03,2017-06-06,23,24,1,4.08552,4.36728,33,FOLLETO,-0.28176000000000023
3925,2017-06-03,2017-06-06,23,24,1,4.08552,4.36728,4,FOLLETO,-0.28176000000000023
3924,2017-06-03,2017-06-06,23,24,1,4.08552,4.36728,17,FOLLETO,-0.28176000000000023
4027,2017-06-05,2017-06-12,24,25,47,3.98634,4.01109,,SOCIO,-0.02475000000000005
4135,2017-06-05,2017-06-10,24,24,95,3.6105,3.5805,,,0.03000000000000025
4134,2017-06-05,2017-06-10,24,24,23,3.7845,3.7665,,,0.017999999999999794
4123,2017-06-05,2017-06-19,24,26,44,3.567,3.38613,,,0.1808700000000001
4121,2017-06-05,2017-06-19,24,26,57,3.5235,3.3442800000000004,,,0.1792199999999995
4120,2017-06-05,2017-06-19,24,26,95,3.567,3.38613,,,0.1808700000000001
4119,2017-06-05,2017-06-19,24,26,54,3.741,3.5507400000000002,,,0.19025999999999987
3727,2017-06-05,2017-06-11,24,24,62,4.524,4.34775,,,0.17625000000000046
3728,2017-06-05,2017-06-11,24,24,62,4.524,4.34775,,,0.17625000000000046
4035,2017-06-07,2017-06-09,24,24,9,3.5078400000000003,3.7497599999999998,11,FOLLETO,-0.24191999999999947
4034,2017-06-07,2017-06-09,24,24,9,3.5078400000000003,3.7497599999999998,10,FOLLETO,-0.24191999999999947
4032,2017-06-07,2017-06-09,24,24,9,3.5078400000000003,3.7497599999999998,20,FOLLETO,-0.24191999999999947
4031,2017-06-07,2017-06-09,24,24,9,3.5078400000000003,3.7497599999999998,14,FOLLETO,-0.24191999999999947
4033,2017-06-07,2017-06-09,24,24,9,3.5078400000000003,3.7497599999999998,11,FOLLETO,-0.24191999999999947
4036,2017-06-07,2017-06-09,24,24,9,3.5078400000000003,3.7497599999999998,17,FOLLETO,-0.24191999999999947
3734,2017-06-09,2017-06-16,24,25,55,3.915,3.9115800000000003,,,0.0034199999999997566
3733,2017-06-09,2017-06-16,24,25,55,3.915,3.9115800000000003,,,0.0034199999999997566
4151,2017-06-12,2017-06-17,25,25,73,4.8285,4.8825,,,-0.05400000000000027
3847,2017-06-12,2017-07-12,25,29,33,6.68682,4.7895,,,1.8973199999999997
3732,2017-06-12,2017-06-18,25,25,55,3.915,3.9115800000000003,,,0.0034199999999997566
3731,2017-06-12,2017-06-18,25,25,55,3.915,3.9115800000000003,,,0.0034199999999997566
4028,2017-06-12,2017-06-19,25,26,84,3.90717,3.92646,,SOCIO,-0.01929000000000025
3848,2017-06-12,2017-07-12,25,29,34,6.68682,4.7895,,,1.8973199999999997
4150,2017-06-12,2017-06-17,25,25,44,3.6105,3.5805,,,0.03000000000000025
4161,2017-06-13,2017-06-26,25,27,26,4.94682,4.74765,,FOLLETO,0.19916999999999963
4164,2017-06-13,2017-06-26,25,27,77,5.9577599999999995,5.753909999999999,,FOLLETO,0.2038500000000001
4165,2017-06-13,2017-06-26,25,27,77,5.9577599999999995,5.753909999999999,,FOLLETO,0.2038500000000001
4158,2017-06-13,2017-06-26,25,27,36,4.7676,4.67697,,FOLLETO,0.09062999999999999
4160,2017-06-13,2017-06-26,25,27,26,4.94682,4.74765,,FOLLETO,0.19916999999999963
4157,2017-06-13,2017-06-26,25,27,36,4.7676,4.67697,,FOLLETO,0.09062999999999999
4167,2017-06-13,2017-06-27,25,27,22,5.76375,5.681369999999999,,FOLLETO,0.08238000000000056
4174,2017-06-13,2017-06-26,25,27,68,6.14394,5.681369999999999,,FOLLETO,0.46257000000000037
4173,2017-06-13,2017-06-26,25,27,68,6.14394,5.681369999999999,,FOLLETO,0.46257000000000037
4171,2017-06-13,2017-06-26,25,27,17,6.11523,5.8087800000000005,,FOLLETO,0.3064499999999999
4168,2017-06-13,2017-06-27,25,27,22,5.76375,5.681369999999999,,FOLLETO,0.08238000000000056
4170,2017-06-13,2017-06-26,25,27,17,6.11523,5.8087800000000005,,FOLLETO,0.3064499999999999
4189,2017-06-14,2017-06-20,25,26,10,3.393,3.19176,,FOLLETO,0.20123999999999986
4166,2017-06-14,2017-06-27,25,27,22,5.76375,5.681369999999999,,FOLLETO,0.08238000000000056
4172,2017-06-14,2017-06-27,25,27,68,6.14394,5.681369999999999,,FOLLETO,0.46257000000000037
4163,2017-06-14,2017-06-27,25,27,77,5.9577599999999995,5.753909999999999,,FOLLETO,0.2038500000000001
4169,2017-06-14,2017-06-27,25,27,17,6.11523,5.8087800000000005,,FOLLETO,0.3064499999999999
4159,2017-06-14,2017-06-27,25,27,26,4.94682,4.74765,,FOLLETO,0.19916999999999963
4193,2017-06-14,2017-06-20,25,26,10,3.393,3.19176,,FOLLETO,0.20123999999999986
4192,2017-06-14,2017-06-20,25,26,10,3.393,3.19176,,FOLLETO,0.20123999999999986
4191,2017-06-14,2017-06-20,25,26,10,3.393,3.19176,,FOLLETO,0.20123999999999986
4190,2017-06-14,2017-06-20,25,26,10,3.393,3.19176,,FOLLETO,0.20123999999999986
4156,2017-06-14,2017-06-27,25,27,36,4.7676,4.67697,,FOLLETO,0.09062999999999999
4207,2017-06-15,2017-06-26,25,27,44,3.6105,3.28104,,,0.3294600000000001
4195,2017-06-15,2017-06-17,25,25,1,4.08552,4.36728,28,FOLLETO,-0.28176000000000023
4208,2017-06-15,2017-06-26,25,27,54,3.6975,3.36009,,,0.33740999999999977
4137,2017-06-15,2017-06-17,25,25,1,4.08552,4.36728,28,FOLLETO,-0.28176000000000023
4210,2017-06-16,2017-06-27,25,27,67,4.35,4.44261,,,-0.09261000000000053
4209,2017-06-16,2017-06-27,25,27,61,3.48,3.5600400000000003,,,-0.08004000000000033
4025,2017-06-16,2017-07-14,25,29,44,3.9585,4.2315,,MERCANCÍA S/C,-0.2729999999999997
4219,2017-06-19,2017-07-01,26,27,44,3.567,3.0225,,,0.5445000000000002
4215,2017-06-19,2017-07-01,26,27,73,4.3761,4.1822099999999995,,,0.19389000000000056
4225,2017-06-19,2017-07-01,26,27,85,4.63014,4.365419999999999,,,0.2647200000000005
4222,2017-06-19,2017-07-01,26,27,95,3.567,3.0225,,,0.5445000000000002
4221,2017-06-19,2017-07-01,26,27,54,3.741,3.0225,,,0.7185000000000001
4213,2017-06-19,2017-06-24,26,26,89,5.1939,5.2731,,,-0.07920000000000016
4029,2017-06-19,2017-06-26,26,27,43,5.02947,4.8518099999999995,,MASIVA,0.17766000000000037
4220,2017-06-19,2017-07-01,26,27,57,3.5235,3.0225,,,0.5009999999999999
4202,2017-06-21,2017-07-07,26,28,13,3.9324,3.6995400000000003,,FOLLETO,0.23285999999999962
4203,2017-06-21,2017-07-07,26,28,13,3.9324,3.6995400000000003,,FOLLETO,0.23285999999999962
3737,2017-06-21,2017-06-30,26,27,40,4.698,4.6593,,,0.0387000000000004
3738,2017-06-21,2017-06-30,26,27,40,4.698,4.6593,,,0.0387000000000004
4206,2017-06-21,2017-07-07,26,28,13,3.9324,3.6995400000000003,,FOLLETO,0.23285999999999962
4205,2017-06-21,2017-07-07,26,28,13,3.9324,3.6995400000000003,,FOLLETO,0.23285999999999962
4204,2017-06-21,2017-07-07,26,28,13,3.9324,3.6995400000000003,,FOLLETO,0.23285999999999962
3735,2017-06-22,2017-07-02,26,27,40,4.698,4.6593,,,0.0387000000000004
3736,2017-06-22,2017-07-02,26,27,40,4.698,4.6593,,,0.0387000000000004
4242,2017-06-23,2017-07-07,26,28,23,3.6975,3.36009,,,0.33740999999999977
4243,2017-06-23,2017-07-07,26,28,73,4.8285,4.38774,,,0.44076000000000004
4244,2017-06-23,2017-07-07,26,28,95,3.6105,3.28104,,,0.3294600000000001
4237,2017-06-24,2017-06-30,26,27,49,4.6284,4.5849,,,0.04349999999999987
4236,2017-06-24,2017-06-30,26,27,21,4.6284,4.5849,,,0.04349999999999987
4235,2017-06-24,2017-06-30,26,27,21,4.6284,4.5849,,,0.04349999999999987
4238,2017-06-24,2017-06-30,26,27,49,4.6284,4.5849,,,0.04349999999999987
4234,2017-06-24,2017-06-30,26,27,21,4.6284,4.5849,,,0.04349999999999987
4239,2017-06-24,2017-06-30,26,27,49,4.6284,4.5849,,,0.04349999999999987
4196,2017-06-26,2017-07-03,27,28,18,5.02947,4.8518099999999995,,MASIVA,0.17766000000000037
4233,2017-06-27,2017-06-30,27,27,10,3.393,3.39264,,,0.0003599999999996939
4230,2017-06-27,2017-06-30,27,27,10,3.393,3.39264,,,0.0003599999999996939
4231,2017-06-27,2017-06-30,27,27,10,3.393,3.39264,,,0.0003599999999996939
3852,2017-06-27,2017-07-26,27,31,83,4.83894,4.1385,,,0.7004400000000004
4250,2017-06-27,2017-07-03,27,28,36,4.7676,4.59513,,,0.17246999999999968
4249,2017-06-27,2017-07-03,27,28,59,6.2814,5.90829,,,0.3731099999999996
4248,2017-06-27,2017-07-03,27,28,70,6.56502,6.3156300000000005,,,0.2493899999999991
4247,2017-06-27,2017-07-03,27,28,36,4.7676,4.59513,,,0.17246999999999968
4246,2017-06-27,2017-07-03,27,28,59,6.2814,5.90829,,,0.3731099999999996
4232,2017-06-27,2017-06-30,27,27,10,3.393,3.39264,,,0.0003599999999996939
4245,2017-06-27,2017-07-03,27,28,70,6.56502,6.3156300000000005,,,0.2493899999999991
4229,2017-06-27,2017-06-30,27,27,10,3.393,3.39264,,,0.0003599999999996939
4126,2017-06-28,2017-06-30,27,27,4,3.5200199999999997,3.7627800000000002,17,FOLLETO,-0.24276000000000053
4127,2017-06-28,2017-06-30,27,27,4,3.5200199999999997,3.7627800000000002,10,FOLLETO,-0.24276000000000053
4128,2017-06-28,2017-06-30,27,27,4,3.5200199999999997,3.7627800000000002,12,FOLLETO,-0.24276000000000053
4129,2017-06-28,2017-06-30,27,27,4,3.5200199999999997,3.7627800000000002,16,FOLLETO,-0.24276000000000053
4131,2017-06-28,2017-06-30,27,27,4,3.5200199999999997,3.7627800000000002,7,FOLLETO,-0.24276000000000053
4132,2017-06-28,2017-06-30,27,27,4,3.5200199999999997,3.7627800000000002,8,FOLLETO,-0.24276000000000053
4251,2017-06-28,2017-07-04,27,28,70,6.56502,6.3156300000000005,,,0.2493899999999991
4252,2017-06-28,2017-07-04,27,28,59,6.2814,5.90829,,,0.3731099999999996
4253,2017-06-28,2017-07-04,27,28,36,4.7676,4.59513,,,0.17246999999999968
4130,2017-06-28,2017-06-30,27,27,4,3.5200199999999997,3.7627800000000002,18,FOLLETO,-0.24276000000000053
4133,2017-06-28,2017-06-30,27,27,4,3.5200199999999997,3.7627800000000002,9,FOLLETO,-0.24276000000000053
4043,2017-06-30,2017-07-07,27,28,42,4.698,4.6035,,,0.09450000000000003
4041,2017-06-30,2017-07-06,27,28,42,4.698,4.6035,,,0.09450000000000003
4040,2017-06-30,2017-07-06,27,28,42,4.698,4.6035,,,0.09450000000000003
4146,2017-07-01,2017-08-31,27,36,33,6.68682,5.71485,,REDENCIÓN,0.9719699999999998
4147,2017-07-01,2017-08-31,27,36,34,6.845160000000001,5.71485,,REDENCIÓN,1.1303100000000006
4042,2017-07-01,2017-07-07,27,28,42,4.698,4.6035,,,0.09450000000000003
4264,2017-07-03,2017-07-09,28,28,61,3.48,3.441,,,0.039000000000000146
4276,2017-07-03,2017-07-08,28,28,95,3.6105,3.5805,,PRECIO,0.03000000000000025
4197,2017-07-03,2017-07-10,28,29,29,3.6044099999999997,3.60561,,SOCIO,-0.001200000000000312
4308,2017-07-05,2017-07-16,28,29,38,3.6714,3.9246,,MERCANCÍA S/C,-0.25319999999999965
4315,2017-07-05,2017-07-16,28,29,36,3.654,3.906,,MERCANCÍA S/C,-0.2520000000000002
4317,2017-07-05,2017-07-16,28,29,26,3.6714,3.9246,,MERCANCÍA S/C,-0.25319999999999965
4313,2017-07-05,2017-07-16,28,29,38,3.6714,3.906,,MERCANCÍA S/C,-0.23459999999999992
4312,2017-07-05,2017-07-16,28,29,26,3.6714,3.906,,MERCANCÍA S/C,-0.23459999999999992
4318,2017-07-05,2017-07-16,28,29,38,3.6714,3.906,,MERCANCÍA S/C,-0.23459999999999992
4138,2017-07-05,2017-07-07,28,28,7,2.66394,2.84766,10,FOLLETO,-0.18371999999999966
4139,2017-07-05,2017-07-07,28,28,7,2.66394,2.84766,10,FOLLETO,-0.18371999999999966
4140,2017-07-05,2017-07-07,28,28,7,2.66394,2.84766,18,FOLLETO,-0.18371999999999966
4310,2017-07-05,2017-07-16,28,29,36,3.654,3.906,,MERCANCÍA S/C,-0.2520000000000002
4141,2017-07-05,2017-07-07,28,28,7,2.66394,2.84766,13,FOLLETO,-0.18371999999999966
4143,2017-07-05,2017-07-07,28,28,7,2.66394,2.84766,9,FOLLETO,-0.18371999999999966
4144,2017-07-05,2017-07-07,28,28,7,2.66394,2.84766,6,FOLLETO,-0.18371999999999966
4145,2017-07-05,2017-07-07,28,28,7,2.66394,2.84766,8,FOLLETO,-0.18371999999999966
4298,2017-07-05,2017-07-16,28,29,36,3.654,3.906,,MERCANCÍA S/C,-0.2520000000000002
4300,2017-07-05,2017-07-16,28,29,26,3.6714,3.9246,,MERCANCÍA S/C,-0.25319999999999965
4301,2017-07-05,2017-07-16,28,29,38,3.6714,3.9246,,MERCANCÍA S/C,-0.25319999999999965
4305,2017-07-05,2017-07-16,28,29,36,3.654,3.906,,MERCANCÍA S/C,-0.2520000000000002
4307,2017-07-05,2017-07-16,28,29,26,3.6714,3.9246,,MERCANCÍA S/C,-0.25319999999999965
4142,2017-07-05,2017-07-07,28,28,7,2.66394,2.84766,15,FOLLETO,-0.18371999999999966
4464,2017-07-05,2017-07-11,28,29,35,4.611,4.3338,,PRECIO,0.27719999999999967
4263,2017-07-07,2017-07-07,28,28,9,3.5078400000000003,3.7497599999999998,10,,-0.24191999999999947
4335,2017-07-10,2017-07-15,29,29,70,4.176,4.185,,,-0.008999999999999453
4339,2017-07-10,2017-07-15,29,29,71,3.6105,3.5805,,,0.03000000000000025
4198,2017-07-10,2017-07-17,29,30,16,4.02375,4.05015,,SOCIO,-0.026400000000000645
4199,2017-07-10,2017-07-17,29,30,47,3.98634,4.01109,,SOCIO,-0.02475000000000005
4340,2017-07-10,2017-07-15,29,29,94,3.6975,3.6735,,,0.023999999999999577
4377,2017-07-13,2017-07-20,29,30,70,4.698,4.62024,,,0.0777600000000005
4258,2017-07-14,2017-07-28,29,31,52,6.4641,6.1938,,,0.27029999999999976
4257,2017-07-14,2017-07-28,29,31,58,6.4641,6.1938,,,0.27029999999999976
4255,2017-07-14,2017-07-28,29,31,58,6.4641,6.1938,,,0.27029999999999976
4256,2017-07-14,2017-07-28,29,31,52,6.4641,6.1938,,,0.27029999999999976
